student_id,exam_id
S0073,COMP102
S0073,COMP106
S0073,COMP109
S0073,COMP207
S0073,STAT107
S0074,COMP103
S0074,COMP204
S0074,COMP205
S0074,COMP206
S0075,ECON108
S0075,MATH106
S0075,MATH203
S0075,MATH206
S0075,MATH208
S0075,PSYC206
S0076,PHIL102
S0076,PHIL203
S0077,COMP307
S0077,COMP308
S0077,COMP406
S0077,COMP506
S0077,COMP508
S0078,COMP208
S0078,ECON406
S0078,ECON503
S0078,ECON504
S0078,ECON505
S0078,PHIL207
S0079,ECON403
S0079,ECON503
S0079,PHIL101
S0079,PHIL108
S0079,STAT101
S0080,ECON103
S0080,ECON108
S0080,ECON201
S0080,ECON207
S0081,PHIL106
S0081,STAT108
S0081,STAT201
S0081,STAT206
S0081,STAT207
S0082,ECON304
S0082,MATH108
S0082,PSYC104
S0082,PSYC108
S0082,PSYC202
S0082,PSYC206
S0082,PSYC207
S0083,COMP108
S0083,COMP109
S0083,COMP201
S0083,COMP203
S0083,COMP206
S0084,COMP101
S0084,ECON101
S0084,ECON103
S0084,ECON202
S0084,ECON203
S0084,PSYC205
S0084,STAT107
S0085,MATH109
S0085,MATH203
S0085,PSYC102
S0085,STAT106
S0085,STAT202
S0086,MATH109
S0086,MATH202
S0086,MATH204
S0086,MATH206
S0086,MATH303
S0087,COMP306
S0087,COMP404
S0087,COMP501
S0087,MATH105
S0087,PHIL304
S0087,PSYC205
S0088,COMP101
S0088,COMP106
S0088,COMP203
S0088,ECON107
S0088,MATH105
S0089,PHIL204
S0089,STAT103
S0089,STAT105
S0089,STAT107
S0089,STAT202
S0090,COMP302
S0090,COMP401
S0090,COMP403
S0090,COMP406
S0090,COMP501
S0090,COMP508
S0091,COMP103
S0091,PHIL102
S0091,PHIL103
S0091,PHIL202
S0091,PHIL306
S0091,STAT202
S0092,PHIL204
S0092,PHIL302
S0092,PHIL307
S0092,PHIL402
S0092,PSYC105
S0092,PSYC107
S0093,COMP101
S0093,COMP204
S0093,COMP206
S0093,COMP208
S0093,MATH104
S0093,PHIL305
S0094,COMP102
S0094,COMP104
S0094,MATH105
S0094,MATH209
S0094,MATH309
S0095,COMP103
S0095,ECON204
S0095,ECON208
S0095,ECON308
S0095,ECON401
S0096,COMP209
S0096,MATH102
S0096,MATH107
S0096,MATH109
S0096,MATH207
S0096,PSYC101
S0096,STAT205
S0097,MATH306
S0097,STAT105
S0097,STAT202
S0097,STAT204
S0097,STAT208
S0098,COMP108
S0098,MATH105
S0098,MATH205
S0098,PSYC102
S0098,PSYC105
S0099,ECON106
S0099,ECON201
S0099,ECON203
S0099,ECON208
S0099,MATH101
S0099,MATH108
S0100,COMP103
S0100,ECON106
S0100,PSYC203
S0100,PSYC204
S0100,PSYC206
S0101,MATH103
S0101,MATH308
S0101,PHIL306
S0101,PHIL403
S0101,PHIL501
S0101,PHIL502
S0101,PHIL506
S0102,COMP407
S0102,COMP409
S0102,COMP501
S0102,COMP508
S0102,ECON305
S0102,PSYC108
S0103,MATH201
S0103,MATH207
S0103,MATH302
S0103,MATH405
S0103,MATH408
S0104,MATH305
S0104,MATH308
S0104,MATH402
S0104,MATH407
S0104,MATH505
S0104,PSYC107
S0104,PSYC402
S0105,ECON406
S0105,ECON407
S0105,ECON501
S0105,ECON503
S0105,ECON505
S0106,COMP301
S0106,COMP401
S0106,COMP407
S0106,COMP502
S0106,COMP509
S0107,MATH208
S0107,PHIL101
S0107,PSYC108
S0107,PSYC201
S0107,STAT203
S0108,MATH309
S0108,MATH405
S0108,MATH508
S0109,COMP105
S0109,COMP204
S0109,COMP206
S0109,MATH101
S0109,MATH104
S0109,PSYC102
S0110,PHIL103
S0110,PHIL201
S0110,PHIL207
S0111,PHIL102
S0111,PHIL103
S0111,PHIL104
S0111,PHIL204
S0111,PHIL306
S0111,STAT104
S0112,MATH101
S0112,MATH103
S0112,MATH207
S0112,PSYC104
S0112,STAT101
S0113,ECON106
S0113,ECON503
S0113,PSYC103
S0113,PSYC108
S0113,PSYC204
S0113,PSYC205
S0113,PSYC301
S0114,COMP402
S0114,COMP407
S0114,COMP408
S0114,COMP507
S0114,ECON106
S0114,MATH306
S0115,MATH106
S0115,MATH107
S0115,MATH202
S0116,MATH108
S0116,MATH109
S0116,MATH202
S0116,MATH207
S0116,STAT202
S0117,MATH106
S0117,PHIL305
S0117,STAT104
S0117,STAT107
S0117,STAT207
S0117,STAT208
S0118,COMP102
S0118,MATH101
S0118,PHIL102
S0118,PSYC101
S0118,PSYC205
S0118,PSYC206
S0119,COMP107
S0119,COMP108
S0119,MATH301
S0119,STAT305
S0119,STAT407
S0120,ECON103
S0120,ECON106
S0120,STAT207
S0120,STAT305
S0120,STAT306
S0120,STAT401
S0120,STAT403
S0121,PHIL105
S0121,PHIL106
S0121,PHIL202
S0121,PHIL206
S0121,PSYC306
S0122,COMP107
S0122,STAT101
S0122,STAT202
S0122,STAT206
S0122,STAT208
S0123,PHIL102
S0123,PHIL103
S0123,PHIL108
S0123,PHIL202
S0123,STAT106
S0123,STAT108
S0124,PHIL101
S0124,PHIL108
S0124,PHIL208
S0124,PHIL304
S0124,STAT305
S0125,STAT104
S0125,STAT201
S0125,STAT202
S0126,MATH101
S0126,MATH105
S0126,MATH202
S0126,MATH209
S0126,MATH307
S0127,ECON101
S0127,PSYC302
S0127,STAT108
S0127,STAT202
S0127,STAT204
S0127,STAT208
S0128,MATH303
S0128,PHIL205
S0128,STAT203
S0128,STAT403
S0128,STAT407
S0129,COMP101
S0129,COMP108
S0129,COMP109
S0129,COMP203
S0129,STAT201
S0130,COMP202
S0130,PHIL103
S0130,STAT301
S0130,STAT304
S0130,STAT307
S0131,COMP202
S0131,COMP208
S0131,COMP306
S0131,COMP402
S0131,COMP406
S0131,PHIL201
S0131,PHIL304
S0132,PHIL102
S0132,PHIL104
S0132,PHIL201
S0132,PHIL203
S0132,PHIL301
S0132,PHIL304
S0132,PHIL308
S0133,COMP307
S0133,MATH308
S0133,PHIL303
S0133,PHIL401
S0133,PHIL406
S0133,PHIL505
S0133,PHIL508
S0134,COMP402
S0134,COMP403
S0134,COMP404
S0134,COMP504
S0134,ECON102
S0134,ECON105
S0134,PSYC103
S0135,PHIL205
S0135,PHIL208
S0135,PHIL302
S0135,PHIL305
S0135,PHIL306
S0135,PHIL405
S0136,COMP202
S0136,MATH104
S0136,PHIL104
S0136,PHIL201
S0136,PHIL204
S0137,PHIL202
S0137,PHIL305
S0137,PHIL308
S0137,PHIL402
S0137,PHIL404
S0138,COMP307
S0138,COMP405
S0138,COMP502
S0138,ECON106
S0138,STAT206
S0139,PHIL104
S0139,PHIL105
S0139,PHIL108
S0139,PHIL201
S0139,PHIL207
S0140,COMP109
S0140,PHIL104
S0140,PSYC206
S0140,PSYC301
S0140,PSYC307
S0141,COMP107
S0141,MATH403
S0141,PSYC303
S0141,PSYC304
S0141,PSYC402
S0141,PSYC404
S0141,STAT203
S0142,COMP101
S0142,ECON203
S0142,STAT402
S0142,STAT405
S0142,STAT408
S0143,ECON202
S0143,MATH309
S0143,MATH405
S0143,MATH408
S0143,MATH508
S0143,MATH509
S0143,PHIL204
S0144,STAT305
S0144,STAT402
S0144,STAT407
S0144,STAT502
S0144,STAT505
S0144,STAT508
S0145,ECON308
S0145,ECON402
S0145,MATH108
S0145,PSYC104
S0145,PSYC208
S0146,COMP206
S0146,COMP209
S0146,COMP405
S0146,COMP409
S0146,ECON101
S0146,ECON402
S0146,PHIL104
S0147,STAT101
S0147,STAT103
S0147,STAT104
S0147,STAT204
S0147,STAT303
S0147,STAT305
S0147,STAT307
S0148,COMP105
S0148,MATH207
S0148,PSYC402
S0148,PSYC404
S0148,PSYC408
S0148,PSYC508
S0149,COMP104
S0149,COMP109
S0149,COMP209
S0149,MATH203
S0149,PSYC306
S0150,COMP101
S0150,COMP102
S0150,COMP205
S0150,ECON102
S0150,PSYC207
S0151,COMP201
S0151,COMP206
S0151,COMP402
S0151,COMP406
S0151,PSYC106
S0151,PSYC108
S0152,ECON104
S0152,MATH201
S0152,MATH204
S0152,MATH401
S0152,STAT107
S0153,COMP202
S0153,ECON106
S0153,MATH104
S0153,MATH108
S0153,PSYC107
S0154,MATH108
S0154,MATH202
S0154,MATH205
S0154,MATH302
S0154,PSYC304
S0154,STAT304
S0155,ECON201
S0155,MATH208
S0155,MATH308
S0155,MATH401
S0155,MATH408
S0155,STAT102
S0155,STAT504
S0156,MATH108
S0156,PHIL207
S0156,PSYC307
S0156,PSYC401
S0156,PSYC508
S0157,MATH307
S0157,MATH309
S0157,MATH401
S0157,MATH408
S0157,MATH409
S0158,COMP104
S0158,ECON107
S0158,PSYC303
S0158,PSYC408
S0158,PSYC508
S0159,COMP104
S0159,ECON304
S0159,ECON306
S0159,ECON307
S0159,ECON404
S0159,PHIL406
S0160,PHIL201
S0160,PHIL203
S0160,PHIL205
S0160,PHIL308
S0160,PHIL403
S0161,COMP308
S0161,MATH107
S0161,STAT208
S0161,STAT306
S0161,STAT403
S0162,PHIL208
S0162,PHIL302
S0162,PHIL303
S0162,PHIL308
S0162,STAT206
S0163,PHIL205
S0163,PHIL308
S0163,PHIL405
S0164,STAT206
S0164,STAT308
S0164,STAT401
S0164,STAT403
S0164,STAT406
S0165,COMP107
S0165,COMP405
S0165,ECON302
S0165,PSYC103
S0165,PSYC106
S0165,PSYC207
S0165,PSYC208
S0166,COMP304
S0166,COMP407
S0166,COMP503
S0166,COMP509
S0167,MATH108
S0167,PHIL101
S0167,PSYC103
S0167,PSYC201
S0167,PSYC205
S0168,COMP205
S0168,ECON303
S0168,ECON308
S0168,ECON402
S0168,ECON406
S0168,ECON503
S0168,ECON506
S0169,ECON306
S0169,ECON402
S0169,ECON405
S0169,ECON503
S0169,ECON508
S0169,PHIL101
S0169,PHIL404
S0170,MATH304
S0170,PHIL104
S0170,PHIL105
S0170,PHIL202
S0170,PHIL203
S0170,PHIL207
S0171,PSYC107
S0171,STAT302
S0171,STAT307
S0171,STAT407
S0171,STAT408
S0172,ECON101
S0172,ECON201
S0172,MATH102
S0172,MATH201
S0172,MATH306
S0173,ECON108
S0173,PHIL106
S0173,PHIL201
S0173,PHIL206
S0173,PHIL303
S0173,PHIL304
S0173,STAT205
S0174,PHIL107
S0174,PSYC202
S0174,PSYC203
S0174,PSYC205
S0174,STAT101
S0175,ECON104
S0175,PHIL102
S0175,PHIL104
S0175,PHIL204
S0175,PHIL302
S0175,PHIL308
S0175,STAT108
S0176,COMP403
S0176,PHIL201
S0176,PHIL303
S0176,PHIL304
S0176,PHIL403
S0177,COMP107
S0177,MATH405
S0177,PHIL201
S0177,PHIL305
S0177,PHIL307
S0177,PHIL403
S0177,PHIL405
S0178,COMP109
S0178,COMP202
S0178,COMP203
S0178,PHIL103
S0178,PHIL304
S0179,COMP108
S0179,ECON101
S0179,ECON103
S0179,ECON107
S0179,ECON203
S0179,ECON204
S0180,COMP208
S0180,ECON401
S0180,ECON506
S0180,ECON507
S0180,PSYC105
S0180,STAT401
S0181,COMP301
S0181,MATH106
S0181,PSYC305
S0181,PSYC404
S0181,PSYC504
S0181,PSYC507
S0182,MATH108
S0182,PHIL103
S0182,PSYC202
S0182,PSYC205
S0182,PSYC303
S0182,STAT105
S0183,COMP102
S0183,PSYC103
S0183,STAT106
S0183,STAT202
S0183,STAT207
S0183,STAT304
S0183,STAT308
S0184,ECON208
S0184,PSYC202
S0184,STAT205
S0184,STAT207
S0184,STAT304
S0184,STAT308
S0184,STAT403
S0185,ECON105
S0185,ECON107
S0185,ECON208
S0185,ECON302
S0185,ECON307
S0185,PHIL103
S0185,PSYC102
S0186,COMP103
S0186,MATH208
S0186,MATH306
S0186,MATH309
S0186,MATH404
S0186,MATH408
S0186,STAT207
S0187,MATH202
S0187,MATH205
S0187,MATH304
S0187,MATH309
S0187,MATH409
S0188,PHIL101
S0188,PHIL103
S0188,PHIL107
S0188,PHIL205
S0188,PHIL208
S0189,ECON301
S0189,ECON304
S0189,ECON406
S0189,ECON407
S0189,ECON408
S0189,ECON508
S0190,COMP303
S0190,ECON101
S0190,ECON103
S0190,ECON107
S0190,ECON201
S0190,MATH203
S0191,COMP502
S0191,PHIL201
S0191,PSYC101
S0191,STAT102
S0191,STAT201
S0191,STAT208
S0192,COMP209
S0192,MATH202
S0192,PHIL104
S0192,PHIL208
S0192,PSYC104
S0193,MATH101
S0193,MATH108
S0193,MATH208
S0193,PHIL301
S0193,PSYC401
S0194,ECON101
S0194,PHIL105
S0194,PHIL203
S0194,PHIL302
S0194,PHIL304
S0195,ECON304
S0195,MATH202
S0195,MATH205
S0195,MATH304
S0195,MATH405
S0195,PHIL105
S0195,PSYC106
S0196,ECON101
S0196,STAT102
S0196,STAT106
S0196,STAT201
S0196,STAT203
S0196,STAT301
S0196,STAT303
S0197,COMP208
S0197,COMP304
S0197,COMP306
S0197,COMP307
S0197,COMP403
S0197,COMP407
S0198,ECON104
S0198,PHIL208
S0198,PHIL301
S0198,PHIL305
S0198,PHIL307
S0198,PHIL402
S0198,PSYC308
S0199,COMP103
S0199,ECON104
S0199,ECON202
S0199,ECON205
S0199,ECON302
S0199,ECON304
S0199,STAT404
S0200,COMP109
S0200,COMP201
S0200,COMP209
S0200,PHIL204
S0200,STAT105
S0201,ECON101
S0201,ECON108
S0201,MATH106
S0201,MATH202
S0201,MATH205
S0202,ECON107
S0202,ECON201
S0202,ECON305
S0202,ECON306
S0202,MATH502
S0202,PHIL202
S0203,PHIL202
S0203,PSYC106
S0203,STAT102
S0203,STAT104
S0203,STAT207
S0204,COMP303
S0204,MATH203
S0204,STAT206
S0204,STAT303
S0204,STAT308
S0204,STAT404
S0204,STAT407
S0205,COMP108
S0205,COMP109
S0205,COMP203
S0205,COMP205
S0205,PSYC208
S0205,STAT206
S0206,STAT107
S0206,STAT203
S0206,STAT205
S0207,COMP105
S0207,COMP201
S0207,COMP207
S0207,COMP209
S0207,ECON307
S0207,MATH101
S0207,PSYC506
S0208,ECON303
S0208,ECON307
S0208,ECON404
S0208,ECON501
S0208,MATH308
S0208,PSYC105
S0209,COMP101
S0209,PHIL101
S0209,PHIL104
S0209,PHIL106
S0209,PHIL202
S0209,PSYC202
S0210,ECON204
S0210,ECON207
S0210,ECON208
S0210,ECON301
S0210,ECON305
S0210,ECON306
S0210,ECON403
S0211,COMP206
S0211,COMP406
S0211,MATH104
S0211,MATH205
S0211,STAT307
S0212,ECON106
S0212,PHIL102
S0212,PHIL106
S0212,PHIL202
S0212,PHIL203
S0212,PHIL208
S0213,ECON202
S0213,ECON306
S0213,ECON307
S0213,ECON401
S0213,ECON405
S0213,ECON407
S0214,ECON103
S0214,MATH104
S0214,MATH209
S0214,PSYC103
S0215,MATH201
S0215,MATH301
S0215,MATH304
S0215,MATH307
S0215,MATH402
S0215,MATH403
S0215,MATH407
S0216,COMP107
S0216,MATH108
S0216,MATH201
S0216,MATH203
S0216,PSYC105
S0217,ECON201
S0217,ECON206
S0217,ECON304
S0217,PSYC208
S0217,PSYC305
S0218,COMP207
S0218,COMP303
S0218,COMP402
S0218,COMP404
S0218,COMP409
S0218,PHIL406
S0218,PSYC104
S0219,PSYC101
S0219,PSYC104
S0219,STAT206
S0219,STAT307
S0219,STAT404
S0219,STAT406
S0220,PHIL303
S0220,PSYC305
S0220,STAT102
S0220,STAT104
S0220,STAT203
S0220,STAT208
S0220,STAT307
S0221,ECON405
S0221,PHIL106
S0221,PHIL203
S0221,PHIL204
S0221,PHIL305
S0222,ECON201
S0222,ECON203
S0222,ECON206
S0222,ECON305
S0222,ECON406
S0222,ECON408
S0223,COMP104
S0223,COMP307
S0223,ECON301
S0223,PSYC103
S0223,PSYC203
S0223,PSYC204
S0223,PSYC208
S0224,ECON408
S0224,PHIL204
S0224,PSYC108
S0224,PSYC206
S0225,COMP109
S0225,PHIL102
S0225,STAT103
S0225,STAT205
S0225,STAT207
S0226,ECON108
S0226,MATH203
S0226,PHIL103
S0226,PHIL202
S0226,PHIL203
S0226,PHIL204
S0227,COMP109
S0227,MATH403
S0227,MATH405
S0227,MATH509
S0227,PHIL107
S0227,STAT107
S0228,MATH107
S0228,MATH201
S0228,MATH203
S0228,MATH206
S0228,PSYC202
S0228,STAT104
S0229,PHIL203
S0229,PSYC201
S0229,PSYC206
S0229,PSYC302
S0229,PSYC402
S0229,STAT305
S0230,COMP205
S0230,PHIL201
S0230,PHIL206
S0230,PHIL407
S0230,STAT107
S0231,ECON101
S0231,ECON105
S0231,ECON206
S0231,MATH204
S0231,PSYC108
S0232,COMP201
S0232,COMP203
S0232,COMP208
S0232,COMP304
S0232,COMP406
S0232,ECON105
S0233,ECON301
S0233,ECON305
S0233,ECON307
S0233,ECON401
S0233,ECON403
S0233,ECON406
S0233,ECON507
S0234,COMP102
S0234,PSYC202
S0234,PSYC301
S0234,PSYC306
S0234,PSYC401
S0235,ECON305
S0235,PHIL107
S0235,PHIL202
S0235,PHIL307
S0235,STAT105
S0236,STAT103
S0236,STAT201
S0236,STAT205
S0236,STAT208
S0237,COMP206
S0237,MATH207
S0237,MATH303
S0237,MATH403
S0237,MATH408
S0238,ECON104
S0238,MATH103
S0238,PHIL105
S0238,PHIL207
S0238,PHIL208
S0238,STAT105
S0239,ECON102
S0239,ECON104
S0239,MATH102
S0239,PHIL202
S0239,PHIL206
S0239,PHIL208
S0240,PHIL103
S0240,PHIL107
S0240,PHIL201
S0240,PHIL303
S0240,PHIL304
S0240,PSYC205
S0240,STAT105
S0241,COMP203
S0241,PHIL406
S0241,STAT107
S0241,STAT201
S0242,ECON103
S0242,ECON105
S0242,ECON108
S0242,ECON204
S0242,STAT107
S0243,PSYC205
S0243,PSYC302
S0243,PSYC307
S0243,PSYC308
S0243,PSYC401
S0244,ECON202
S0244,ECON205
S0244,ECON305
S0244,ECON307
S0244,PSYC108
S0245,PSYC203
S0245,PSYC302
S0245,PSYC403
S0245,PSYC407
S0246,COMP106
S0246,COMP108
S0246,STAT101
S0246,STAT106
S0246,STAT202
S0246,STAT206
S0247,COMP104
S0247,ECON303
S0247,PHIL102
S0247,PSYC101
S0247,PSYC106
S0247,PSYC207
S0247,PSYC302
S0248,ECON206
S0248,ECON301
S0248,ECON305
S0248,ECON308
S0248,ECON401
S0248,ECON402
S0249,ECON106
S0249,ECON108
S0249,ECON207
S0250,ECON203
S0250,ECON204
S0250,ECON301
S0250,ECON303
S0250,ECON403
S0250,MATH103
S0251,ECON106
S0251,MATH403
S0251,MATH504
S0251,MATH507
S0251,STAT303
S0252,COMP207
S0252,ECON306
S0252,PSYC101
S0252,PSYC304
S0252,STAT206
S0253,PSYC103
S0253,PSYC105
S0253,PSYC207
S0253,PSYC301
S0253,PSYC302
S0254,MATH301
S0254,PHIL208
S0254,PSYC203
S0254,PSYC206
S0254,PSYC304
S0254,PSYC307
S0255,COMP103
S0255,MATH302
S0255,MATH304
S0255,MATH404
S0255,MATH406
S0255,PHIL204
S0256,COMP209
S0256,ECON201
S0256,MATH107
S0256,MATH201
S0256,PHIL104
S0257,MATH101
S0257,PHIL304
S0257,PHIL308
S0257,PHIL403
S0257,PHIL404
S0257,STAT103
S0258,ECON108
S0258,PHIL303
S0258,PHIL308
S0258,PHIL402
S0258,PHIL406
S0258,PSYC303
S0258,STAT305
S0259,ECON102
S0259,MATH301
S0259,PSYC103
S0259,PSYC205
S0259,PSYC207
S0259,PSYC208
S0260,PSYC206
S0260,STAT207
S0260,STAT301
S0260,STAT305
S0260,STAT307
S0260,STAT403
S0261,ECON104
S0261,PHIL105
S0261,PHIL204
S0261,PHIL205
S0261,STAT303
S0262,ECON104
S0262,STAT101
S0262,STAT102
S0262,STAT107
S0262,STAT201
S0262,STAT206
S0263,MATH105
S0263,PSYC108
S0263,STAT103
S0263,STAT104
S0263,STAT206
S0263,STAT303
S0263,STAT305
S0264,ECON103
S0264,ECON106
S0264,ECON108
S0264,ECON202
S0264,ECON205
S0264,MATH206
S0265,PHIL101
S0265,PHIL103
S0265,PHIL107
S0265,PHIL202
S0266,MATH105
S0266,PHIL101
S0266,PHIL205
S0266,PHIL208
S0266,PHIL302
S0266,PHIL308
S0266,PSYC105
S0267,COMP103
S0267,ECON107
S0267,MATH202
S0267,PHIL107
S0267,PHIL202
S0267,PHIL305
